url,title,year,settlement,ingredients
https://www.izorzok.hu/ostoros-kalacs/,Ostoros kalács,2025,Mezőszentgyörgy,"80 dkg liszt, 4 tojás, 2 evőkanál étolaj, 4 evőkanál porcukor, 3 dkg élesztő, 5 dl tej, csipetnyi só. 25 dkg margarin, 20 dkg porcukor, 3 evőkanál jó minőségű kakaópor, 10 dkg dió."
https://www.izorzok.hu/mezoszentgyorgy-egytaletele/,Mezőszentgyörgy egytálétele,2025,Mezőszentgyörgy,"1 kg savanyú káposzta, 10 dkg sertészsír, 1 vöröshagyma, 10 dkg liszt, 1 evőkanál őrölt paprika, só, 10 dkg rizs, 50 dkg oldalas, 50 dkg füstölt oldalas."
https://www.izorzok.hu/meggyes-kukoricaprosza/,Meggyes kukoricaprósza,2025,Mezőszentgyörgy,"6 tojás, 40 dkg kukoricaliszt, 20 dkg porcukor, 3 dl tej, 1 sütőpor, 2 vaníliás cukor, 1 kezeletlen citrom reszelt héja, 2 dkg sertészsír, 20 dkg magozott meggy."
https://www.izorzok.hu/toltott-tyuk-husos-toltelekkel/,Töltött tyúk húsos töltelékkel,2025,Mezőszentgyörgy,"A tyúkhúslevesből kiszedett húsok, 4 zsemle, 20 dkg csirkemáj, 5 főtt tojás, 2 vöröshagyma, só, őrölt feketebors, 1 csokor petrezselyemzöld, 4 tojás. 50 dkg savanyú káposzta, 2 fakanál sertészsír, 20 dkg finomliszt, 20 dkg rétesliszt, 3 tojás, 1 teáskanál só, 2 dl víz."
https://www.izorzok.hu/fokhagymas-reszelt-leves/,Fokhagymás reszelt leves,2025,Mezőszentgyörgy,"krumpli főzőlé, 5 gerezd fokhagyma, 1 evőkanál sertészsír, 1 teáskanál őrölt paprika, csipetnyi őrölt feketebors, csipetnyi őrölt kömény, só, kis csokor petrezselyem-és zellerzöld, 2 evőkanál tört burgonya. 1 tojás, rétesliszt. 1 kg krumpli, 1 evőkanál sertészsír, 2 marék liszt. 3 vöröshagyma, 2 evőkanál sertészsír, fél deci paradicsomlé, só, 2 púpos teáskanál őrölt paprika, csipetnyi őrölt bors."
https://www.izorzok.hu/hadidobos/,Hadidobos,2025,Nyárlőrinc,"33 dkg liszt, 1 dkg szalalkáli, 1 kisebb tojás, 5 dkg sertészsír, 7 dkg cukor, 1,7 dl tej. 17 dkg cukor, 17 dkg liszt, 1 dkg kakaó, 1 csomag vaníliás cukor, 4 dkg vaj, 8 dl tej."
https://www.izorzok.hu/nyarlorinci-tutajos/,Nyárlőrinci tutajos,2025,Nyárlőrinc,"40 dkg tarhonya, 1 kg krumpli, 2 közepes vöröshagyma, 5 gerezd fokhagyma, 1 csapott teáskanál köménymag, 15 dkg fehér szalonna, 30 dkg füstölt kolbász, só, 1 teáskanál őrölt feketebors, 2-3 evőkanál őrölt paprika, 1 nagy csokor petrezselyemzöld. A tálaláshoz csípős paprika és savanyúság."
https://www.izorzok.hu/dios-makos-kakaos-kuglof/,"Diós, mákos, kakaós kuglóf",2025,Nyárlőrinc,"1,2 kg liszt, 7-8 dl tej, 6 dkg élesztő, 25 dkg lágy vaj, 25 dkg kristálycukor, 9 tojás sárgája, 1 kezeletlen citrom reszelt héja, 2 vaníliás cukor, csipetnyi só. 20 dkg darált mák, 15 dkg porcukor, reszelt citromhéj. 20 dkg darált dió, 10 dkg porcukor, 1 teáskanál fahéj. 7 dkg kakaó, 10 dkg porcukor, 10 dkg aprított tejcsokoládé."
https://www.izorzok.hu/majporkolt-savanyu-hagymaval/,Májpörkölt savanyú hagymával,2025,Nyárlőrinc,"2 közepes vöröshagyma, 3 teáskanál só, 2 teáskanál őrölt feketebors, 2 evőkanál őrölt paprika, 2 púpos fakanál sertészsír, 1 kg sertés nyúlja, 5 db sertés farok, 70 dkg sertéscomb, 1,3 kg sertésmáj. 10 fej vöröshagyma, víz, 4 evőkanál cukor, 2 teáskanál egész köménymag, 3 babérlevél, 2 evőkanál 20%-os ecet."
https://www.izorzok.hu/krumpligolodin-leves-sonkaleben/,Krumpligölődin leves sonkalében,2025,Nyárlőrinc,"5 nagyobb krumpli, 1 marék liszt, 1 tojás, só. 1 egész füstölt csülök, 2 nagy petrezselyemgyökér, 3 nagy sárgarépa, 1 vöröshagyma, 3 közepes krumpli, só, 1 csokor zeller-és petrezselyemzöld."
https://www.izorzok.hu/kajszibarackos-pite/,Kajszibarackos pite,2025,Verpelét,"30 dkg liszt, 15 dkg porcukor, 1 csomag sütőpor, 10 dkg margarin, 10 dkg darált dió, 2 tojás, 1 vaníliás cukor. 50 dkg túró, 15 dkg cukor, 15 dkg margarin, 1 csomag vaníliás cukor, 4 tojás. A tetejére 1 üveg kajszibarack befőtt."
https://www.izorzok.hu/ropogos-csuka-rokagombas-rizzsel/,Ropogós csuka rókagombás rizzsel,2025,Verpelét,"2 kg csuka, 20 dkg füstölt szalonna, 1 fej fokhagyma, só, őrölt feketebors, fűszerolaj, 2 dl száraz fehérbor. 4 dl rizs, 1 dl étolaj, 50 dkg rókagomba, só, őrölt feketebors, 5 dkg vaj, 1 csokor petrezselyemzöld."
https://www.izorzok.hu/soskafozelek-burgonyas-pogacsaval/,Sóskafőzelék burgonyás pogácsával,2025,Verpelét,"60 dkg krumpli, só, 25 dkg liszt, zsír/olaj a sütéshez. 50 dkg sóskalevél, 15 dkg füstölt szalonna, csipetnyi só, 2 evőkanál cukor, 4 evőkanál liszt, 5 dl tej."
https://www.izorzok.hu/turos-kapros-retes/,Túrós-kapros rétes,2025,Verpelét,"40 dkg liszt, 1 tojás, csipetnyi só, 2 evőkanál étolaj, langyos víz. A rétes tésztára 1 evőkanál étolaj. 1 kg túró, 2 evőkanál cukor, csipetnyi só, 2 csomag vaníliás cukor, 1 nagy csokor kapor. 3,75 dl tejföl, 1 tojás. 1 evőkanál olvasztott zsír és 4 dkg margarin. 2 evőkanál cukor."
https://www.izorzok.hu/savanyu-leves-belsosegbol/,Savanyú leves belsőségből,2025,Verpelét,"1 sertésszív, 1 sertésnyelv, 20 dkg tüdő, 1 sertés vese, 1 vöröshagyma, 4 babérlevél, só, őrölt feketebors, 50 dkg krumpli, két evőkanál 10 %-os ecet. 1 evőkanál sertészsír, 2 gerezd fokhagyma, 2 evőkanál liszt, 1 púpos teáskanál őrölt paprika. 4 csapott evőkanál liszt, 2 dl tejföl, 5 dl tej."
https://www.izorzok.hu/almas-lepeny-kemenceben-sutve/,Almás lepény kemencében sütve,2025,Jakabszállás,"2 kg liszt, 1,5 liter tej, 10 dkg élesztő, 40 dkg cukor, csipetnyi só, 4 tojás, 40 dkg margarin, 4 evőkanál zsemlemorzsa. 10 kg alma, 70 dkg cukor, 1 evőkanál fahéj, 3 evőkanál vaníliás cukor. Egy-két tojás a kenéshez."
https://www.izorzok.hu/sult-oldalas-jakabi-modra/,Sült oldalas jakabi módra,2025,Jakabszállás,"2 kg sertésoldalas, 3 evőkanál mustár, 3 teáskanál őrölt feketebors, 3 teáskanál só, 4 gerezd fokhagyma, 5 szál rozmaring, 2 zellergumó, a zeller szára, 4 petrezselyemgyökér, 6 sárgarépa. A sütőedény kikenéséhez zsír, az étel alá 5 dl víz."
https://www.izorzok.hu/krumplis-pogacsa-lekvarral-toltve/,Krumplis pogácsa lekvárral töltve,2025,Jakabszállás,"1,5 kg krumpli, só, 50 dkg liszt, 2 tojás sárgája, 2-3 dl baracklekvár, a sütéshez sertészsír."
https://www.izorzok.hu/jakabi-sparga-tarjaval-zoldfuszeres-martassal/,"Jakabi spárga tarjával, zöldfűszeres mártással",2025,Jakabszállás,"1,5 kg sertéstarja, só, őrölt feketebors, szódabikarbóna, 20 dkg vaj, 1 dl víz. 1 kg zöldspárga, 80 dkg bacon, csipetnyi só, kevés cukor. 5 dkg vaj, ½ evőkanál liszt, 1 dl tej, 10 dkg krémsajt, 1 csokor petrezselyemzöld."
https://www.izorzok.hu/eperkremleves-turogomboccal/,Eperkrémleves túrógombóccal,2025,Jakabszállás,"2 kg eper, 3 dl főzőtejszín, 10 dkg vaj, vaníliás cukor, kristálycukor, csipetnyi só, 1 evőkanál liszt. 25 dkg túró, 2 tojás, 5 csapott evőkanál búzadara, 2 evőkanál vaníliás cukor, fél citrom reszelt héja és leve, csipetnyi só, 1-2 evőkanál tejföl."
https://www.izorzok.hu/epres-spargas-fagylalt/,Epres-spárgás fagylalt,2025,Kelebia,"3 fehér spárga, 15 dkg eper, 10 dkg cukor, 2 dl főzőtejszín, 1 citrom leve, 1,5 dl víz. A díszítéshez 3 szem eper, mentalevél."
https://www.izorzok.hu/szurkemarha-ragu-krumplinudlival/,Szürkemarha ragu krumplinudlival,2025,Gomba,"1 kg szürkemarhacomb, 1,5 vöröshagyma, 1 paradicsom, 1 tv-paprika, 20 dkg erdei gomba, 1 teáskanál őrölt kömény, 1 teáskanál őrölt feketebors, 2 teáskanál só, 3 babérlevél, 5 dkg mustár, 5 gerezd fokhagyma, 1 dl étolaj."
https://www.izorzok.hu/kacsamell-snidlinges-burgonyapurevel/,Kacsamell snidlinges burgonyapürével,2025,Kelebia,"2 nagy kacsamell, 1 rozmaringág, só, őrölt feketebors, 2 gerezd fokhagyma. 50 dkg burgonya, 1 teáskanál só, 20 dkg vaj, 1,5 dl tej, 1 csokor snidling. 15 dkg magozott cseresznye, 10 dkg cukor, 1 dl vörösbor, csipetnyi só, 1 evőkanál étkezési keményítő, fél citrom leve."
https://www.izorzok.hu/spargas-erdei-gombas-rizotto/,Spárgás-erdei gombás rizottó,2025,Gomba,"1 dl étolaj, ½ fej vöröshagyma, 1 gerezd fokhagyma, 20 dkg rizottórizs, 1,5 dl fehérbor, ½ liter hús alaplé, őrölt feketebors, só, 10 dkg erdei gomba, 10 dkg fehér-és zöld spárga, 1 dl tejszín, 5 dkg vaj, ízlés szerint csokornyi zöldpetrezselyem, vagy zöldfűszer."
https://www.izorzok.hu/kakukkfuves-vadraguleves/,Kakukkfüves vadraguleves,2025,Kelebia,"1 kg dám szarvas comb, étolaj, 3 sárgarépa, 3 petrezselyemgyökér, ½ zellergumó, ½ karalábé, egy szál zellerzöld, 3 vöröshagyma, 3 gerezd fokhagyma, só, őrölt feketebors, kis csokor kakukkfű, 10 dkg zöldborsó, 15 dkg lúdgége tészta, 2 dl főzőtejszín."
https://www.izorzok.hu/mandulas-almas-sutemeny/,Mandulás-almás sütemény,2025,Somberek,"40 dkg liszt, fél sütőpor, 10 dkg kristálycukor, csipetnyi só, 25 dkg margarin, 1 tojás, kevés tej, 2 evőkanál zsemlemorzsa."
https://www.izorzok.hu/sult-kacsa-knedlivel-parolt-kaposztaval/,"Sült kacsa knédlivel, párolt káposztával",2025,Somberek,"6 kacsacomb, só, őrölt feketebors, kakukkfű, rozmaring, víz, 3 kisebb vöröshagyma, fél fej fokhagyma."
https://www.izorzok.hu/tejfolos-csirke-maleval/,Tejfölös csirke máléval,2025,Somberek,"1 egész csirke, 2 vöröshagyma, só, 3 teáskanál paprikakrém, 1,5 dl lecsó, 1 evőkanál őrölt paprika, 1 evőkanál liszt, csipetnyi őrölt feketebors, 1 dl tejföl."
https://www.izorzok.hu/paprikakraut-mit-knedl/,Paprikakraut mit Knedl,2025,Somberek,"1 fej káposzta, 2 evőkanál sertészsír, 3 vöröshagyma, 1 kisebb fej fokhagyma, 3 tv-paprika, 1 csípős paprika, 2 paradicsom, 20 dkg házi füstölt sonka, 1 teáskanál őrölt feketebors, 3 evőkanál őrölt paprika, só."
https://www.izorzok.hu/reszelt-tesztaleves/,Reszelt tésztaleves,2025,Somberek,"1 evőkanál sertészsír, 1 közepes vöröshagyma, 1 nagy csokor petrezselyemzöld, só, 1 kávéskanál őrölt feketebors, 1 teáskanál őrölt paprika."
https://www.izorzok.hu/aranygaluska-kuglofsutoben-vaniliasodoval/,"Aranygaluska kuglófsütőben, vaníliasodóval",2025,Sáregres,"1 kg liszt, 5 dl tej, 12 dkg vaj, 3 tojás sárgája, 3 bio citrom héja, 3 evőkanál cukor, csipetnyi só, 5 dkg élesztő."
https://www.izorzok.hu/bivalyporkolt-kemences-burgonyaval/,Bivalypörkölt kemencés burgonyával,2025,Gomba,"1 kg bivaly nyak-és lábszár, 3 közepes vöröshagyma, 1 fej fokhagyma, 1 tv-parika, 1 paradicsom, sertészsír, 1 púpos evőkanál őrölt paprika, 1 teáskanál őrölt feketebors, 1 kávéskanál őrölt kömény, 1 evőkanál borókabogyó, 4 babérlevél, 1 teáskanál füstölt paprika, 1 evőkanál csípős paprikakrém, 1 evőkanál édes paprikakrém, 20 dkg gomba, 2 dl száraz vörösbor, só. 4 nagy burgonya, 10 dkg juhtúró, 5 evőkanál tejföl, 5 dkg füstölt szalonna, kis csokor snidling."
https://www.izorzok.hu/libacomb-sult-almaval-es-zoldsegekkel/,Libacomb sült almával és zöldségekkel,2025,Sáregres,"Fél liba a combjával és szárnyával. só, kakukkfű, őrölt bors. A tepsihez 2 evőkanál kacsazsír, 2 alma, 1 nagyobb, negyedelt sárgarépa, 2 fej fokhagyma, 3 vöröshagyma."
https://www.izorzok.hu/harcsa-retimajor-modra/,Harcsa Rétimajor módra,2025,Gomba,"1 kg harcsafilé, 20 dkg gomba, 2 közepes, kockákra vágott vöröshagyma, 1 tv-paprika, 1 paradicsom, 1 dl étolaj, ½ dl száraz rosé bor, 7 dkg füstölt szalonna, 1 csapott evőkanál só, 1 teáskanál őrölt feketebors, 2 púpos evőkanál fűszerpaprika."
https://www.izorzok.hu/keszegleves-lebbencstesztaval/,Keszegleves lebbencstésztával,2025,Sáregres,"2 kg dévérkeszeg, 3 vöröshagyma, 2 fej fokhagyma, 15 dkg füstölt szalonna, 2 púpos evőkanál őrölt paprika, 1 teáskanál füstölt paprika, só, 1 evőkanál paprikakrém, 1 evőkanál darált paprika, 25 dkg csuszatészta, 3 liter víz, 25 dkg harcsafilé."
https://www.izorzok.hu/karadi-kelt-retes/,Karádi kelt rétes,2025,Karád,"70 dkg finomliszt, 20 dkg rétesliszt, 5 dkg élesztő, 2 evőkanál cukor, 6-7 dl tej, 8 dkg sertészsír, 1 tojás, 2 tojás sárgája, csipetnyi só. 20 dkg darált mák, 10 dkg cukor, 1 csomag őrölt fahéj, 2 evőkanál kakaó, 10 dkg cukor."
https://www.izorzok.hu/csirkebecsinalt-vergaluskaval/,Csirkebecsinált vérgaluskával,2025,Karád,"1 egész csirke, 3 sárgarépa, 1 petrezselyemgyökér, 1 vöröshagyma, 2 gerezd fokhagyma, 1 kicsi zellergumó a zöldjével, 20 szem egészbors, só. 1 evőkanál sertészsír, 2 evőkanál liszt, őrölt paprika. a csirke vére, 2 tojás, 1 teáskanál só, 3 evőkanál liszt."
https://www.izorzok.hu/paprikas-pogacsa-2/,Paprikás pogácsa,2025,Karád,"40 dkg liszt, 2-3 evőkanál só, 10-15 dkg sertészsír, 1 tojás, 2 evőkanál őrölt paprika, langyos víz."
https://www.izorzok.hu/karadi-vadragu/,Karádi vadragu,2025,Gomba,"1 kg vaddisznócomb, 10 dkg disznózsír, 40 dkg vöröshagyma, 3 gerezd fokhagyma, 30 dkg vegyes erdei gomba, 1 paradicsom, 1 paprika, 1 dl száraz vörösbor, 6 dkg füstölt szalonna, 3 dl tejföl, 1 csapott evőkanál liszt. 2 teáskanál só, 3 teáskanál őrölt paprika, 1 teáskanál őrölt feketebors, 1 kávéskanál őrölt kömény, 1 teáskanál vadfűszer ."
https://www.izorzok.hu/unnepi-kenyer/,Ünnepi kenyér,2025,Karád,"(3 kilós, 2 kg liszt, 1,6 liter langyos víz, 1 dkg élesztő. 4 kg liszt, kovász, 2 liter langyos víz, 12 dkg só."
https://www.izorzok.hu/almas-bukta/,Almás bukta,2025,Varsány,"50 dkg liszt, 2,5 dkg élesztő, 3 dl tej, 3 evőkanál cukor, csipetnyi só, 1 tojás, 0,5 dl étolaj, 10 dkg vaj. 1 kg alma, 15 dkg cukor, 3 teáskanál őrölt fahéj, fél citrom leve, pár evőkanál búzadara, 2 evőkanál étolaj."
https://www.izorzok.hu/birkaporkolt-juhturos-haluskaval/,Birkapörkölt juhtúrós haluskával,2025,Varsány,"2 kg birkacomb kockákra vágva, 4 nagy vöröshagyma, 2 tv-paprika, 2 paradicsom, 3 púpos evőkanál sertészsír, 1 kis fej fokhagyma, 4 babérlevél, 1 teáskanál őrölt feketebors, 1 teáskanál őrölt kömény, 5 púpos teáskanál őrölt paprika, 2 dl vörösbor. 4 nagyobb krumpli, 2 tojás, 4 teáskanál só, víz, 50 dkg liszt, 20 dkg füstölt szalonna, 30 dkg juhtúró, 4 evőkanál tejföl, 3 nagy kanál sertészsír."
https://www.izorzok.hu/sos-kapros-turos-lepeny/,Sós kapros-túrós lepény,2025,Varsány,"50 dkg liszt, 2,5 dkg élesztő, 3 dl tej, 1 teáskanál cukor, só, 1 tojás,0,5 dl étolaj, 10 dkg vaj. 1 kg túró, 1 teáskanál só, 2 dl tejföl, 2 evőkanál olvasztott vaj, 20 dkg főtt, áttört krumpli, 4 tojás, 1 csokor kapor, 2 evőkanál búzadara."
https://www.izorzok.hu/kacsacomb-parolt-kaposztaval/,Kacsacomb párolt káposztával,2025,Varsány,"6 kacsacomb, só, őrölt feketebors, 1 fej fokhagyma, 2 rozmaring ág, 15 dkg kacsazsír. 2 kg krumpli, só, kacsazsír. 1 fej lila káposzta, 2 evőkanál cukor, 2 evőkanál étolaj, őrölt kömény, só, 1 teáskanál őrölt bors, 1 evőkanál ecet."
https://www.izorzok.hu/nyulraguleves/,Nyúlraguleves,2025,Varsány,"1 egész nyúl, 3 evőkanál sertészsír, 3 fej vöröshagyma, 3 sárgarépa, 3 petrezselyemgyökér, 2 karalábé, 50 dkg zöldborsó, 50 dkg barna csiperkegomba, 3 dl 20%-os főzőtejszín. Egy evőkanál mustár, 2 teáskanál tárkony, 4 gerezd zúzott fokhagyma, 5 teáskanál őrölt paprika, 1 kávéskanál őrölt bors, 1 kávéskanál őrölt kömény, 2 evőkanál citromlé, só, 1 csokor petrezselyemzöld."
https://www.izorzok.hu/lekvaros-patko/,Lekváros patkó,2025,Nekézseny,"80 dkg liszt, 5 dkg élesztő, 5 dl tej, 8 evőkanál olvasztott sertészsír, 1 teáskanál só, 10 dkg cukor, 60 dkg szilvalekvár. 1 tojás a kenéshez."
https://www.izorzok.hu/sult-oldalas-fustolt-kolbasszal/,Sült oldalas füstölt kolbásszal,2025,Nekézseny,"60 dkg savanyú káposzta, 80 dkg füstölt oldalas, 1 vöröshagyma, 4 babérlevél, 6 gerezd fokhagyma, 30 dkg füstölt kolbász, 30 dkg sertészsír, 1 evőkanál őrölt paprika, 2 teáskanál őrölt feketebors."
https://www.izorzok.hu/tojasporkolt/,Tojáspörkölt,2025,Nekézseny,"10 tojás, 1 nagy fej vöröshagyma, 1,5 evőkanál sertészsír, víz, 3 teáskanál őrölt paprika, só, 1 teáskanál őrölt feketebors."
https://www.izorzok.hu/habart-hus-nokedlivel/,Habart hús nokedlivel,2025,Nekézseny,"1 főtt tyúkmell a húslevesből, 2 vöröshagyma, 1 teáskanál őrölt feketebors, 3 teáskanál őrölt paprika, 2 fakanál sertészsír. 2 evőkanál liszt, 5 dl tej. 50 dkg liszt, csipetnyi só, 2 tojás, víz."
https://www.izorzok.hu/tyukhusleves-kiskockaval/,Tyúkhúsleves kiskockával,2025,Nekézseny,"1 egész megtisztított, feldarabolt házi tyúk, ½ karalábé, 4 petrezselyem, 8 sárgarépa, 1 zeller, 1 vöröshagyma, fél marék egészbors, só, 1 csokor petrezselyemzöld, 1 tv-paprika. 30-40 dkg liszt, 2 tojás, kevés víz."
https://www.izorzok.hu/huszarcsok/,Huszárcsók,2025,Darnózseli,"2 tojásfehérje, 10 dkg porcukor, 15 dkg darált dió, másfél evőkanál kakaó, fél bio citrom reszelt héja."
https://www.izorzok.hu/sos-lepeny-2/,Sós lepény,2025,Darnózseli,"40 dkg liszt, 2,5 dkg élesztő, 1 teáskanál cukor, 1 evőkanál só, 1,5 dl tej, langyos víz, 2-3 evőkanál étolaj. A tetejére étolaj, só."
https://www.izorzok.hu/tejfolos-fejtett-bableves/,Tejfölös fejtett bableves,2025,Darnózseli,"60 dkg fejtett bab, 3 dl tejföl, 2-3 evőkanál liszt, 3 kisebb babérlevél, só, 2 gerezd fokhagyma."
https://www.izorzok.hu/tojasos-nokedli-savanyu-kaposztaval/,Tojásos nokedli savanyú káposztával,2025,Darnózseli,"25-30 dkg liszt, 3 tojás, só, 2,5 dl víz, fél deci étolaj. 5 tojás, 1 dl tej, só, 2 evőkanál étolaj. Tálaláshoz savanyú káposzta."
https://www.izorzok.hu/csurrantott-leves/,Csurrantott leves,2025,Darnózseli,"1 tojás, liszt, 1 liter víz, só, 1 kávéskanál őrölt paprika."
https://www.izorzok.hu/lekvaros-gomboc/,Lekváros gombóc,2025,Darnózseli,"1 kg krumpli, só, 30 dkg liszt, fél deci étolaj, 1 tojás, 2 csapott teáskanál só, 2 dl szilvalekvár. 20 dkg zsemlemorzsa, 1 dl étolaj, a tálaláshoz ízlés szerint porcukor."
https://www.izorzok.hu/nagymama-nagypenteki-bojti-bablevese/,Nagymama nagypénteki böjti bablevese,2025,Darnózseli,"50 dkg fejtett bab, 1 vöröshagyma, 2 gerezd fokhagyma, 2 közepes krumpli, 2 sárgarépa, kis csokor petrezselyemzöld, 2 evőkanál étolaj, 2 evőkanál liszt, 1 babérlevél, 1 teáskanál őrölt paprika, só, őrölt feketebors."
https://www.izorzok.hu/csorogefank-kelt-tesztabol/,Csörögefánk kelt tésztából,2025,Mezőberény,"25 dkg liszt, 4 tojás sárgája, 5 dkg vaj, 5 dkg cukor, 1 dkg élesztő, 1 dl tejföl, 1 evőkanál rum, csipetnyi só, 1 dl tej. A tálaláshoz rummal elkevert kajszibaracklekvár."
https://www.izorzok.hu/vorosboros-gyumolcsos-sertestarja-kaposztas-nudlival/,"Vörösboros, gyümölcsös sertéstarja káposztás nudlival",2025,Mezőberény,"5 kg sertéstarja, birskörte, alma, körte. Három liter vörösbor, fokhagyma, szegfűszeg, só, őrölt feketebors."
